        Pin Assignment Report - Prepared - project_top
        ______________________________________________

ACE -- Achronix CAD Environment -- Version 9.0.1 -- Build  405518 -- Date 2023-03-01 00:42

Design: vp_project - impl_1 - project_top
Device: AC7t1500
Generated on Mon May 15 11:07:14 PDT 2023
Host: simtool-5

Pin Assignment =======

   Port Name                            Direction  Pad/Macro                                                Placed  Device Port                 Pad/Macro Site                                                            Registered  Clock Domain                          Target Frequency (MHz) 
   ethernet_0_quad0_tx_ts[105]          IN         ethernet_0_quad0_tx_ts[105]_ipin                         Fixed   i_user_02_09_lut_08[7]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile8.sg.slc7.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[104]          IN         ethernet_0_quad0_tx_ts[104]_ipin                         Fixed   i_user_02_09_lut_08[6]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile8.sg.slc6.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[103]          IN         ethernet_0_quad0_tx_ts[103]_ipin                         Fixed   i_user_02_09_lut_08[5]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile8.sg.slc5.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[102]          IN         ethernet_0_quad0_tx_ts[102]_ipin                         Fixed   i_user_02_09_lut_08[4]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile8.sg.slc4.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[101]          IN         ethernet_0_quad0_tx_ts[101]_ipin                         Fixed   i_user_02_09_lut_08[2]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile8.sg.slc2.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[100]          IN         ethernet_0_quad0_tx_ts[100]_ipin                         Fixed   i_user_02_09_lut_08[1]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile8.sg.slc1.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[99]           IN         ethernet_0_quad0_tx_ts[99]_ipin                          Fixed   i_user_02_09_lut_08[0]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile8.sg.slc0.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[98]           IN         ethernet_0_quad0_tx_ts[98]_ipin                          Fixed   i_user_02_09_lut_07[27]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc27.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[97]           IN         ethernet_0_quad0_tx_ts[97]_ipin                          Fixed   i_user_02_09_lut_07[25]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc25.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[96]           IN         ethernet_0_quad0_tx_ts[96]_ipin                          Fixed   i_user_02_09_lut_07[24]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc24.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[95]           IN         ethernet_0_quad0_tx_ts[95]_ipin                          Fixed   i_user_02_09_lut_07[23]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc23.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[94]           IN         ethernet_0_quad0_tx_ts[94]_ipin                          Fixed   i_user_02_09_lut_07[22]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc22.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[93]           IN         ethernet_0_quad0_tx_ts[93]_ipin                          Fixed   i_user_02_09_lut_07[20]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc20.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[92]           IN         ethernet_0_quad0_tx_ts[92]_ipin                          Fixed   i_user_02_09_lut_07[19]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc19.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[91]           IN         ethernet_0_quad0_tx_ts[91]_ipin                          Fixed   i_user_02_09_lut_07[18]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc18.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[90]           IN         ethernet_0_quad0_tx_ts[90]_ipin                          Fixed   i_user_02_09_lut_07[17]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc17.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[89]           IN         ethernet_0_quad0_tx_ts[89]_ipin                          Fixed   i_user_02_09_lut_07[15]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc15.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[88]           IN         ethernet_0_quad0_tx_ts[88]_ipin                          Fixed   i_user_02_09_lut_07[14]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc14.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[87]           IN         ethernet_0_quad0_tx_ts[87]_ipin                          Fixed   i_user_02_09_lut_07[13]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc13.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[86]           IN         ethernet_0_quad0_tx_ts[86]_ipin                          Fixed   i_user_02_09_lut_07[12]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc12.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[85]           IN         ethernet_0_quad0_tx_ts[85]_ipin                          Fixed   i_user_02_09_lut_07[10]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc10.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[84]           IN         ethernet_0_quad0_tx_ts[84]_ipin                          Fixed   i_user_02_09_lut_07[9]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc9.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[83]           IN         ethernet_0_quad0_tx_ts[83]_ipin                          Fixed   i_user_02_09_lut_07[8]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc8.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[82]           IN         ethernet_0_quad0_tx_ts[82]_ipin                          Fixed   i_user_02_09_lut_07[7]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc7.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[81]           IN         ethernet_0_quad0_tx_ts[81]_ipin                          Fixed   i_user_02_09_lut_07[5]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc5.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[80]           IN         ethernet_0_quad0_tx_ts[80]_ipin                          Fixed   i_user_02_09_lut_07[4]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc4.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[79]           IN         ethernet_0_quad0_tx_ts[79]_ipin                          Fixed   i_user_02_09_lut_07[3]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc3.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[78]           IN         ethernet_0_quad0_tx_ts[78]_ipin                          Fixed   i_user_02_09_lut_07[2]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc2.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[77]           IN         ethernet_0_quad0_tx_ts[77]_ipin                          Fixed   i_user_02_09_lut_07[1]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile7.sg.slc1.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[76]           IN         ethernet_0_quad0_tx_ts[76]_ipin                          Fixed   i_user_02_09_mlp_01[27]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc27.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[75]           IN         ethernet_0_quad0_tx_ts[75]_ipin                          Fixed   i_user_02_09_mlp_01[26]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc26.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[74]           IN         ethernet_0_quad0_tx_ts[74]_ipin                          Fixed   i_user_02_09_mlp_01[25]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc25.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[73]           IN         ethernet_0_quad0_tx_ts[73]_ipin                          Fixed   i_user_02_09_mlp_01[24]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc24.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[72]           IN         ethernet_0_quad0_tx_ts[72]_ipin                          Fixed   i_user_02_09_mlp_01[22]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc22.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[71]           IN         ethernet_0_quad0_tx_ts[71]_ipin                          Fixed   i_user_02_09_mlp_01[21]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc21.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[70]           IN         ethernet_0_quad0_tx_ts[70]_ipin                          Fixed   i_user_02_09_mlp_01[20]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc20.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[69]           IN         ethernet_0_quad0_tx_ts[69]_ipin                          Fixed   i_user_02_09_mlp_01[19]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc19.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[68]           IN         ethernet_0_quad0_tx_ts[68]_ipin                          Fixed   i_user_02_09_mlp_01[17]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc17.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[67]           IN         ethernet_0_quad0_tx_ts[67]_ipin                          Fixed   i_user_02_09_mlp_01[16]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc16.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[66]           IN         ethernet_0_quad0_tx_ts[66]_ipin                          Fixed   i_user_02_09_mlp_01[15]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc15.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[65]           IN         ethernet_0_quad0_tx_ts[65]_ipin                          Fixed   i_user_02_09_mlp_01[14]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc14.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[64]           IN         ethernet_0_quad0_tx_ts[64]_ipin                          Fixed   i_user_02_09_mlp_01[12]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc12.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[63]           IN         ethernet_0_quad0_tx_ts[63]_ipin                          Fixed   i_user_02_09_mlp_01[11]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc11.ipin   No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[62]           IN         ethernet_0_quad0_tx_ts[62]_ipin                          Fixed   i_user_02_09_mlp_01[10]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc10.ipin   No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[61]           IN         ethernet_0_quad0_tx_ts[61]_ipin                          Fixed   i_user_02_09_mlp_01[9]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc9.ipin    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[60]           IN         ethernet_0_quad0_tx_ts[60]_ipin                          Fixed   i_user_02_09_mlp_01[7]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc7.ipin    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[59]           IN         ethernet_0_quad0_tx_ts[59]_ipin                          Fixed   i_user_02_09_mlp_01[6]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc6.ipin    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[58]           IN         ethernet_0_quad0_tx_ts[58]_ipin                          Fixed   i_user_02_09_mlp_01[5]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc5.ipin    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[57]           IN         ethernet_0_quad0_tx_ts[57]_ipin                          Fixed   i_user_02_09_mlp_01[4]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc4.ipin    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[56]           IN         ethernet_0_quad0_tx_ts[56]_ipin                          Fixed   i_user_02_09_mlp_01[2]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc2.ipin    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[55]           IN         ethernet_0_quad0_tx_ts[55]_ipin                          Fixed   i_user_02_09_mlp_01[1]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc1.ipin    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[54]           IN         ethernet_0_quad0_tx_ts[54]_ipin                          Fixed   i_user_02_09_mlp_01[0]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_mlptile.sg.slc0.ipin    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[53]           IN         ethernet_0_quad0_tx_ts[53]_ipin                          Fixed   i_user_02_09_bram_01[27]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc27.ipin  No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[52]           IN         ethernet_0_quad0_tx_ts[52]_ipin                          Fixed   i_user_02_09_bram_01[25]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc25.ipin  No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[51]           IN         ethernet_0_quad0_tx_ts[51]_ipin                          Fixed   i_user_02_09_bram_01[24]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc24.ipin  No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[50]           IN         ethernet_0_quad0_tx_ts[50]_ipin                          Fixed   i_user_02_09_bram_01[23]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc23.ipin  No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[49]           IN         ethernet_0_quad0_tx_ts[49]_ipin                          Fixed   i_user_02_09_bram_01[22]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc22.ipin  No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[48]           IN         ethernet_0_quad0_tx_ts[48]_ipin                          Fixed   i_user_02_09_bram_01[20]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc20.ipin  No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[47]           IN         ethernet_0_quad0_tx_ts[47]_ipin                          Fixed   i_user_02_09_bram_01[19]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc19.ipin  No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[46]           IN         ethernet_0_quad0_tx_ts[46]_ipin                          Fixed   i_user_02_09_bram_01[18]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc18.ipin  No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[45]           IN         ethernet_0_quad0_tx_ts[45]_ipin                          Fixed   i_user_02_09_bram_01[17]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc17.ipin  No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[44]           IN         ethernet_0_quad0_tx_ts[44]_ipin                          Fixed   i_user_02_09_bram_01[15]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc15.ipin  No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[43]           IN         ethernet_0_quad0_tx_ts[43]_ipin                          Fixed   i_user_02_09_bram_01[14]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc14.ipin  No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[42]           IN         ethernet_0_quad0_tx_ts[42]_ipin                          Fixed   i_user_02_09_bram_01[13]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc13.ipin  No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[41]           IN         ethernet_0_quad0_tx_ts[41]_ipin                          Fixed   i_user_02_09_bram_01[12]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc12.ipin  No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[40]           IN         ethernet_0_quad0_tx_ts[40]_ipin                          Fixed   i_user_02_09_bram_01[10]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc10.ipin  No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[39]           IN         ethernet_0_quad0_tx_ts[39]_ipin                          Fixed   i_user_02_09_bram_01[9]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc9.ipin   No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[38]           IN         ethernet_0_quad0_tx_ts[38]_ipin                          Fixed   i_user_02_09_bram_01[8]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc8.ipin   No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[37]           IN         ethernet_0_quad0_tx_ts[37]_ipin                          Fixed   i_user_02_09_bram_01[7]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc7.ipin   No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[36]           IN         ethernet_0_quad0_tx_ts[36]_ipin                          Fixed   i_user_02_09_bram_01[5]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc5.ipin   No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[35]           IN         ethernet_0_quad0_tx_ts[35]_ipin                          Fixed   i_user_02_09_bram_01[4]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc4.ipin   No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[34]           IN         ethernet_0_quad0_tx_ts[34]_ipin                          Fixed   i_user_02_09_bram_01[3]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc3.ipin   No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[33]           IN         ethernet_0_quad0_tx_ts[33]_ipin                          Fixed   i_user_02_09_bram_01[2]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc2.ipin   No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[32]           IN         ethernet_0_quad0_tx_ts[32]_ipin                          Fixed   i_user_02_09_bram_01[0]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc0.ipin   No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[31]           IN         ethernet_0_quad0_tx_ts[31]_ipin                          Fixed   i_user_02_09_lut_06[27]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile6.sg.slc27.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[30]           IN         ethernet_0_quad0_tx_ts[30]_ipin                          Fixed   i_user_02_09_lut_06[26]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile6.sg.slc26.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[29]           IN         ethernet_0_quad0_tx_ts[29]_ipin                          Fixed   i_user_02_09_lut_06[25]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile6.sg.slc25.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[28]           IN         ethernet_0_quad0_tx_ts[28]_ipin                          Fixed   i_user_02_09_lut_06[23]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile6.sg.slc23.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[27]           IN         ethernet_0_quad0_tx_ts[27]_ipin                          Fixed   i_user_02_09_lut_06[22]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile6.sg.slc22.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[26]           IN         ethernet_0_quad0_tx_ts[26]_ipin                          Fixed   i_user_02_09_lut_06[21]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile6.sg.slc21.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[25]           IN         ethernet_0_quad0_tx_ts[25]_ipin                          Fixed   i_user_02_09_lut_06[20]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile6.sg.slc20.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[24]           IN         ethernet_0_quad0_tx_ts[24]_ipin                          Fixed   i_user_02_09_lut_06[18]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile6.sg.slc18.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[23]           IN         ethernet_0_quad0_tx_ts[23]_ipin                          Fixed   i_user_02_09_lut_06[17]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile6.sg.slc17.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[22]           IN         ethernet_0_quad0_tx_ts[22]_ipin                          Fixed   i_user_02_09_lut_06[16]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile6.sg.slc16.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[21]           IN         ethernet_0_quad0_tx_ts[21]_ipin                          Fixed   i_user_02_09_lut_06[15]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile6.sg.slc15.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[20]           IN         ethernet_0_quad0_tx_ts[20]_ipin                          Fixed   i_user_02_09_lut_06[13]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile6.sg.slc13.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[19]           IN         ethernet_0_quad0_tx_ts[19]_ipin                          Fixed   i_user_02_09_lut_06[12]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile6.sg.slc12.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[18]           IN         ethernet_0_quad0_tx_ts[18]_ipin                          Fixed   i_user_02_09_lut_06[11]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile6.sg.slc11.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[17]           IN         ethernet_0_quad0_tx_ts[17]_ipin                          Fixed   i_user_02_09_lut_06[10]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile6.sg.slc10.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[16]           IN         ethernet_0_quad0_tx_ts[16]_ipin                          Fixed   i_user_02_09_lut_06[8]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile6.sg.slc8.ipin                     No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[15]           IN         ethernet_0_quad0_tx_ts[15]_ipin                          Fixed   i_user_02_09_lut_06[7]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile6.sg.slc7.ipin                     No          v_acx_sc_ETH_0_REF_CLK                880                    
