        Pin Assignment Report - Prepared - project_top
        ______________________________________________

ACE -- Achronix CAD Environment -- Version 9.0.1 -- Build  405518 -- Date 2023-03-01 00:42

Design: vp_project - impl_1 - project_top
Device: AC7t1500
Generated on Mon May 15 11:07:14 PDT 2023
Host: simtool-5

Pin Assignment =======

   Port Name                            Direction  Pad/Macro                                                Placed  Device Port                 Pad/Macro Site                                                            Registered  Clock Domain                          Target Frequency (MHz) 
   ethernet_0_free_running_counter[6]   OUT        ethernet_0_free_running_counter[6]_opin                  Fixed   o_user_02_09_bram_01[7]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc7.opin   No          ---                                   ---                    
   ethernet_0_free_running_counter[5]   OUT        ethernet_0_free_running_counter[5]_opin                  Fixed   o_user_02_09_bram_01[5]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc5.opin   No          ---                                   ---                    
   ethernet_0_free_running_counter[4]   OUT        ethernet_0_free_running_counter[4]_opin                  Fixed   o_user_02_09_bram_01[4]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc4.opin   No          ---                                   ---                    
   ethernet_0_free_running_counter[3]   OUT        ethernet_0_free_running_counter[3]_opin                  Fixed   o_user_02_09_bram_01[3]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc3.opin   No          ---                                   ---                    
   ethernet_0_free_running_counter[2]   OUT        ethernet_0_free_running_counter[2]_opin                  Fixed   o_user_02_09_bram_01[2]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc2.opin   No          ---                                   ---                    
   ethernet_0_free_running_counter[1]   OUT        ethernet_0_free_running_counter[1]_opin                  Fixed   o_user_02_09_bram_01[0]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile1.u_ic_ns_bramtile.sg.slc0.opin   No          ---                                   ---                    
   ethernet_0_free_running_counter[0]   OUT        ethernet_0_free_running_counter[0]_opin                  Fixed   o_user_02_09_lut_06[27]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile6.sg.slc27.opin                    No          ---                                   ---                    
   ethernet_0_quad0_tx_ts_id[15]        IN         ethernet_0_quad0_tx_ts_id[15]_ipin                       Fixed   i_user_02_09_lut_12[24]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc24.ipin                   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts_id[14]        IN         ethernet_0_quad0_tx_ts_id[14]_ipin                       Fixed   i_user_02_09_lut_12[23]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc23.ipin                   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts_id[13]        IN         ethernet_0_quad0_tx_ts_id[13]_ipin                       Fixed   i_user_02_09_lut_12[21]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc21.ipin                   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts_id[12]        IN         ethernet_0_quad0_tx_ts_id[12]_ipin                       Fixed   i_user_02_09_lut_12[20]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc20.ipin                   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts_id[11]        IN         ethernet_0_quad0_tx_ts_id[11]_ipin                       Fixed   i_user_02_09_lut_12[19]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc19.ipin                   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts_id[10]        IN         ethernet_0_quad0_tx_ts_id[10]_ipin                       Fixed   i_user_02_09_lut_12[18]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc18.ipin                   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts_id[9]         IN         ethernet_0_quad0_tx_ts_id[9]_ipin                        Fixed   i_user_02_09_lut_12[16]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc16.ipin                   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts_id[8]         IN         ethernet_0_quad0_tx_ts_id[8]_ipin                        Fixed   i_user_02_09_lut_12[15]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc15.ipin                   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts_id[7]         IN         ethernet_0_quad0_tx_ts_id[7]_ipin                        Fixed   i_user_02_09_lut_12[14]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc14.ipin                   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts_id[6]         IN         ethernet_0_quad0_tx_ts_id[6]_ipin                        Fixed   i_user_02_09_lut_12[13]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc13.ipin                   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts_id[5]         IN         ethernet_0_quad0_tx_ts_id[5]_ipin                        Fixed   i_user_02_09_lut_12[12]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc12.ipin                   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts_id[4]         IN         ethernet_0_quad0_tx_ts_id[4]_ipin                        Fixed   i_user_02_09_lut_12[10]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc10.ipin                   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts_id[3]         IN         ethernet_0_quad0_tx_ts_id[3]_ipin                        Fixed   i_user_02_09_lut_12[9]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc9.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts_id[2]         IN         ethernet_0_quad0_tx_ts_id[2]_ipin                        Fixed   i_user_02_09_lut_12[8]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc8.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts_id[1]         IN         ethernet_0_quad0_tx_ts_id[1]_ipin                        Fixed   i_user_02_09_lut_12[7]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc7.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts_id[0]         IN         ethernet_0_quad0_tx_ts_id[0]_ipin                        Fixed   i_user_02_09_lut_12[5]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc5.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts_val[3]        IN         ethernet_0_quad0_tx_ts_val[3]_ipin                       Fixed   i_user_02_09_lut_12[4]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc4.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts_val[2]        IN         ethernet_0_quad0_tx_ts_val[2]_ipin                       Fixed   i_user_02_09_lut_12[3]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc3.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts_val[1]        IN         ethernet_0_quad0_tx_ts_val[1]_ipin                       Fixed   i_user_02_09_lut_12[2]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc2.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts_val[0]        IN         ethernet_0_quad0_tx_ts_val[0]_ipin                       Fixed   i_user_02_09_lut_12[0]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile12.sg.slc0.ipin                    No          v_acx_sc_ETH_0_REF_CLK                880                    
   ethernet_0_quad0_tx_ts[255]          IN         ethernet_0_quad0_tx_ts[255]_ipin                         Fixed   i_user_02_09_lut_04[17]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile4.sg.slc17.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[254]          IN         ethernet_0_quad0_tx_ts[254]_ipin                         Fixed   i_user_02_09_lut_04[16]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile4.sg.slc16.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[253]          IN         ethernet_0_quad0_tx_ts[253]_ipin                         Fixed   i_user_02_09_lut_04[15]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile4.sg.slc15.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[252]          IN         ethernet_0_quad0_tx_ts[252]_ipin                         Fixed   i_user_02_09_lut_04[13]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile4.sg.slc13.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[251]          IN         ethernet_0_quad0_tx_ts[251]_ipin                         Fixed   i_user_02_09_lut_04[12]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile4.sg.slc12.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[250]          IN         ethernet_0_quad0_tx_ts[250]_ipin                         Fixed   i_user_02_09_lut_04[11]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile4.sg.slc11.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[249]          IN         ethernet_0_quad0_tx_ts[249]_ipin                         Fixed   i_user_02_09_lut_04[10]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile4.sg.slc10.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[248]          IN         ethernet_0_quad0_tx_ts[248]_ipin                         Fixed   i_user_02_09_lut_04[8]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile4.sg.slc8.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[247]          IN         ethernet_0_quad0_tx_ts[247]_ipin                         Fixed   i_user_02_09_lut_04[7]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile4.sg.slc7.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[246]          IN         ethernet_0_quad0_tx_ts[246]_ipin                         Fixed   i_user_02_09_lut_04[6]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile4.sg.slc6.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[245]          IN         ethernet_0_quad0_tx_ts[245]_ipin                         Fixed   i_user_02_09_lut_04[5]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile4.sg.slc5.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[244]          IN         ethernet_0_quad0_tx_ts[244]_ipin                         Fixed   i_user_02_09_lut_04[3]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile4.sg.slc3.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[243]          IN         ethernet_0_quad0_tx_ts[243]_ipin                         Fixed   i_user_02_09_lut_04[2]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile4.sg.slc2.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[242]          IN         ethernet_0_quad0_tx_ts[242]_ipin                         Fixed   i_user_02_09_lut_04[1]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile4.sg.slc1.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[241]          IN         ethernet_0_quad0_tx_ts[241]_ipin                         Fixed   i_user_02_09_lut_04[0]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile4.sg.slc0.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[240]          IN         ethernet_0_quad0_tx_ts[240]_ipin                         Fixed   i_user_02_09_lut_03[26]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile3.sg.slc26.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[239]          IN         ethernet_0_quad0_tx_ts[239]_ipin                         Fixed   i_user_02_09_lut_03[25]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile3.sg.slc25.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[238]          IN         ethernet_0_quad0_tx_ts[238]_ipin                         Fixed   i_user_02_09_lut_03[24]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile3.sg.slc24.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[237]          IN         ethernet_0_quad0_tx_ts[237]_ipin                         Fixed   i_user_02_09_lut_03[23]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile3.sg.slc23.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[236]          IN         ethernet_0_quad0_tx_ts[236]_ipin                         Fixed   i_user_02_09_lut_03[21]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile3.sg.slc21.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[235]          IN         ethernet_0_quad0_tx_ts[235]_ipin                         Fixed   i_user_02_09_lut_03[20]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile3.sg.slc20.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[234]          IN         ethernet_0_quad0_tx_ts[234]_ipin                         Fixed   i_user_02_09_lut_03[19]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile3.sg.slc19.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[233]          IN         ethernet_0_quad0_tx_ts[233]_ipin                         Fixed   i_user_02_09_lut_03[18]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile3.sg.slc18.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[232]          IN         ethernet_0_quad0_tx_ts[232]_ipin                         Fixed   i_user_02_09_lut_03[16]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile3.sg.slc16.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[231]          IN         ethernet_0_quad0_tx_ts[231]_ipin                         Fixed   i_user_02_09_lut_03[15]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile3.sg.slc15.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[230]          IN         ethernet_0_quad0_tx_ts[230]_ipin                         Fixed   i_user_02_09_lut_03[14]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile3.sg.slc14.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[229]          IN         ethernet_0_quad0_tx_ts[229]_ipin                         Fixed   i_user_02_09_lut_03[13]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile3.sg.slc13.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[228]          IN         ethernet_0_quad0_tx_ts[228]_ipin                         Fixed   i_user_02_09_lut_03[11]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile3.sg.slc11.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[227]          IN         ethernet_0_quad0_tx_ts[227]_ipin                         Fixed   i_user_02_09_lut_03[10]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile3.sg.slc10.ipin                    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[226]          IN         ethernet_0_quad0_tx_ts[226]_ipin                         Fixed   i_user_02_09_lut_03[9]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile3.sg.slc9.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[225]          IN         ethernet_0_quad0_tx_ts[225]_ipin                         Fixed   i_user_02_09_lut_03[8]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile3.sg.slc8.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[224]          IN         ethernet_0_quad0_tx_ts[224]_ipin                         Fixed   i_user_02_09_lut_03[6]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile3.sg.slc6.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[223]          IN         ethernet_0_quad0_tx_ts[223]_ipin                         Fixed   i_user_02_09_lut_03[5]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile3.sg.slc5.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[222]          IN         ethernet_0_quad0_tx_ts[222]_ipin                         Fixed   i_user_02_09_lut_03[4]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile3.sg.slc4.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[221]          IN         ethernet_0_quad0_tx_ts[221]_ipin                         Fixed   i_user_02_09_lut_03[3]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile3.sg.slc3.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[220]          IN         ethernet_0_quad0_tx_ts[220]_ipin                         Fixed   i_user_02_09_lut_03[1]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile3.sg.slc1.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[219]          IN         ethernet_0_quad0_tx_ts[219]_ipin                         Fixed   i_user_02_09_lut_03[0]      u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile3.sg.slc0.ipin                     No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[218]          IN         ethernet_0_quad0_tx_ts[218]_ipin                         Fixed   i_user_02_09_mlp_00[27]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_mlptile.sg.slc27.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[217]          IN         ethernet_0_quad0_tx_ts[217]_ipin                         Fixed   i_user_02_09_mlp_00[26]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_mlptile.sg.slc26.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[216]          IN         ethernet_0_quad0_tx_ts[216]_ipin                         Fixed   i_user_02_09_mlp_00[24]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_mlptile.sg.slc24.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[215]          IN         ethernet_0_quad0_tx_ts[215]_ipin                         Fixed   i_user_02_09_mlp_00[23]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_mlptile.sg.slc23.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[214]          IN         ethernet_0_quad0_tx_ts[214]_ipin                         Fixed   i_user_02_09_mlp_00[22]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_mlptile.sg.slc22.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[213]          IN         ethernet_0_quad0_tx_ts[213]_ipin                         Fixed   i_user_02_09_mlp_00[21]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_mlptile.sg.slc21.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[212]          IN         ethernet_0_quad0_tx_ts[212]_ipin                         Fixed   i_user_02_09_mlp_00[19]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_mlptile.sg.slc19.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[211]          IN         ethernet_0_quad0_tx_ts[211]_ipin                         Fixed   i_user_02_09_mlp_00[18]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_mlptile.sg.slc18.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[210]          IN         ethernet_0_quad0_tx_ts[210]_ipin                         Fixed   i_user_02_09_mlp_00[17]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_mlptile.sg.slc17.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[209]          IN         ethernet_0_quad0_tx_ts[209]_ipin                         Fixed   i_user_02_09_mlp_00[16]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_mlptile.sg.slc16.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[208]          IN         ethernet_0_quad0_tx_ts[208]_ipin                         Fixed   i_user_02_09_mlp_00[14]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_mlptile.sg.slc14.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[207]          IN         ethernet_0_quad0_tx_ts[207]_ipin                         Fixed   i_user_02_09_mlp_00[13]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_mlptile.sg.slc13.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[206]          IN         ethernet_0_quad0_tx_ts[206]_ipin                         Fixed   i_user_02_09_mlp_00[12]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_mlptile.sg.slc12.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[205]          IN         ethernet_0_quad0_tx_ts[205]_ipin                         Fixed   i_user_02_09_mlp_00[11]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_mlptile.sg.slc11.ipin   No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[204]          IN         ethernet_0_quad0_tx_ts[204]_ipin                         Fixed   i_user_02_09_mlp_00[9]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_mlptile.sg.slc9.ipin    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[203]          IN         ethernet_0_quad0_tx_ts[203]_ipin                         Fixed   i_user_02_09_mlp_00[8]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_mlptile.sg.slc8.ipin    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[202]          IN         ethernet_0_quad0_tx_ts[202]_ipin                         Fixed   i_user_02_09_mlp_00[7]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_mlptile.sg.slc7.ipin    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[201]          IN         ethernet_0_quad0_tx_ts[201]_ipin                         Fixed   i_user_02_09_mlp_00[6]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_mlptile.sg.slc6.ipin    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[200]          IN         ethernet_0_quad0_tx_ts[200]_ipin                         Fixed   i_user_02_09_mlp_00[4]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_mlptile.sg.slc4.ipin    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[199]          IN         ethernet_0_quad0_tx_ts[199]_ipin                         Fixed   i_user_02_09_mlp_00[3]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_mlptile.sg.slc3.ipin    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[198]          IN         ethernet_0_quad0_tx_ts[198]_ipin                         Fixed   i_user_02_09_mlp_00[2]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_mlptile.sg.slc2.ipin    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[197]          IN         ethernet_0_quad0_tx_ts[197]_ipin                         Fixed   i_user_02_09_mlp_00[1]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_mlptile.sg.slc1.ipin    No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[196]          IN         ethernet_0_quad0_tx_ts[196]_ipin                         Fixed   i_user_02_09_bram_00[27]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_bramtile.sg.slc27.ipin  No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[195]          IN         ethernet_0_quad0_tx_ts[195]_ipin                         Fixed   i_user_02_09_bram_00[26]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_bramtile.sg.slc26.ipin  No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[194]          IN         ethernet_0_quad0_tx_ts[194]_ipin                         Fixed   i_user_02_09_bram_00[25]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_bramtile.sg.slc25.ipin  No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[193]          IN         ethernet_0_quad0_tx_ts[193]_ipin                         Fixed   i_user_02_09_bram_00[24]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_bramtile.sg.slc24.ipin  No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[192]          IN         ethernet_0_quad0_tx_ts[192]_ipin                         Fixed   i_user_02_09_bram_00[22]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_bramtile.sg.slc22.ipin  No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
   ethernet_0_quad0_tx_ts[191]          IN         ethernet_0_quad0_tx_ts[191]_ipin                         Fixed   i_user_02_09_bram_00[21]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile0.u_ic_ns_bramtile.sg.slc21.ipin  No          v_acx_sc_ETH_0_M0_FF_CLK              586.667                
